Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00002692E.,17/12/2024,Contratación,Adquisición equipos hormigonado BON ingenieros.,Abierto,Comunidad de Madrid,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),44510000 (Herramientas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46161
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00004571E.,17/12/2024,Contratación,adquisición de equipos de representación de diferentes unidades para personal de nueva incorporación lote 2.,No disponible,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios",18222100 (Trajes y vestidos).,Acuerdo Marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46162
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2024/SP03038000/00000903E.,17/12/2024,Contratación,Mantenimiento vehículos de servicio y representación.,Abierto,Comunidad de Madrid,50100000 Servicios de reparación y mantenimiento,"50000000 (Servicios de reparación y mantenimiento) y 50100000 (Servicios de reparación, mantenimiento y servicios asociados de vehículos y equipo conexo).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46163
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 26 - Base Aérea de Zaragoza (Agrupación BASE),2024/EA26/00002397E.,17/12/2024,Contratación,Suministro de neumáticos.,Abierto,Aragón,"19000000 Piel y textiles, materiales de plástico y caucho","19511000 (Cámaras de aire, bandas de rodadura y fajas de protección de la cámara de aire, de caucho).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46164
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00002200E.,17/12/2024,Contratación,CB 19 AM 1645-22_ EGN-Edificio táctica - Adecuación salón actos (incluido 10% certificación final).,Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,45216200 (Trabajos de construcción de edificios e instalaciones militares).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46165
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 24 de la Base Aérea de Morón,2024/EA24/00003194E.,17/12/2024,Contratación,Servicio de control integral de plagas (CIP) de la Base Aérea de Morón.,Abierto,Andalucía,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90922000 (Servicios de control de plagas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46166
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de la Administración Tributaria en Cantabria,24A60078500.,17/12/2024,Contratación,Vigilancia y seguridad de los edificios de la Delegación Especial de la AEAT en Cantabria.,No disponible,Cantabria,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,Lote 1.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46167
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en Navarra,24B40072300.,17/12/2024,Contratación,Seguridad edificios dependientes D.E. AEAT en Navarra.,No disponible,Nacional,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46168
MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,24700097800.,17/12/2024,Contratación,Suministro e instalación de equipos de grabación y sistemas de iluminación para una sala de audiovisuales de los Servicios Centrales de la Agencia Tributaria.,Abierto,Nacional,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",32320000 (Equipo audiovisual y de televisión).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46169
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en el País Vasco,24010081900.,17/12/2024,Contratación,Servicio de limpieza para los edificios de la Agencia Tributaria en Álava durante un año.,Abierto,Nacional,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90911200 (Servicios de limpieza de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46170
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25IN001/D2F.,17/12/2024,Licitación,"Suministro de 85 kioskos de expedición de visados en fronteras, para el Área de Informática.",Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",30200000 (Equipo y material informático).,Se corrige plazo/apertura por anuncio publicado el 23 de enero de 2025 (Ref. BOE-B-2025-2030 ).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46171
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C30249030495.,17/12/2024,Licitación,"30.1069/24; AC-553/24 Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Castilla y León Occidental, Castilla y León Oriental y La Rioja.",Abierto,"La Rioja, Castilla y León","71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46172
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,251242850605.,17/12/2024,Licitación,"38-M-50605; 51.874/24 Rehabilitación del viaducto sobre la Autopista AP-6, P.K. 42+500. Provincia de Madrid.",Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,"45233000 (Trabajos de construcción, cimentación y pavimentación de autopistas y carreteras).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46173
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C54242815080.,17/12/2024,Contratación,"39-M-15080; 54.317/24. Actuaciones para el desarrollo del plan de acción contra el ruido de la Fase II en la Autovía M-40 p.k. 11+250 a 19+500. Provincia del Madrid. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,"45233000 (Trabajos de construcción, cimentación y pavimentación de autopistas y carreteras).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46174
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF -Consejo de Administración,3.24/27507.0056.,17/12/2024,Contratación,Ejecución de las obras del proyecto constructivo de rehabilitación parcial de vía en el tramo Reus - Faiò.,Abierto,Cataluña,45000000 Trabajos de construcción,45234100 (Trabajos de construcción ferroviaria).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46175
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27507.0130.,17/12/2024,Contratación,"Servicios de asistencia técnica para el control y vigilancia de las obras de los proyectos constructivos ""Ampliación a 750 metros de las vías de apartado de la estación de Escacena. Línea Sevilla - Huelva"" y ""Afecciones a las instalaciones de seguridad y comunicaciones de la construcción de una vía de estacionamiento de 750 metros en la estación de Escacena (Huelva)"".",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46176
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27507.0269.,17/12/2024,Licitación,Servicios para la redacción del proyecto de construcción para la conexión de la línea Zaragoza-Canfranc-Pau con la plataforma logística Zaragoza Plaza en ancho estándar.,Abierto,Aragón,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311230 (Servicios de ingeniería ferroviaria).,Se modifica apertura por anuncio publicado el 18 de febrero de 2025 (Ref. BOE-B-2025-5692 ).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46177
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27510.0166.,17/12/2024,Licitación,Suministro y transporte de traviesas para la duplicación de vía en el tramo Renedo-Guarnizo y otras actuaciones en la línea de cercanías c-1 entre Torrelavega y Renedo.,Abierto,Cantabria,34000000 Equipos de transporte y productos auxiliares,34947100 (Traviesas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46178
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,6.24/28510.0180.,17/12/2024,Licitación,Suministro de elementos para señalización vertical fija.,Abierto,Nacional,34000000 Equipos de transporte y productos auxiliares,34942000 (Equipo de señalización).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46179
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/24108.0182.,17/12/2024,Licitación,"Servicio de Consultoría, Dirección de Ejecución y Asistencia Técnica para el control de las obras del ""Proyecto de construcción de actuaciones prioritarias de mejora de las condiciones de evacuación y ventilación en caso de incendio en la estación subtrránea de cercanías de Parla (Madrid)"".",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71356200 (Servicios de asistencia técnica).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46181
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF Alta Velocidad - Consejo de Administración,3.24/20830.0250.,17/12/2024,Licitación,Suministro y transporte de traviesas para la línea de alta velocidad Murcia-Almería. tramo: Lorca -Vera - Almería.,Abierto,"Andalucía, Región de Murcia",34000000 Equipos de transporte y productos auxiliares,5.1) CPV principal: 34947100 (Traviesas). 5.2) CPV Lote 001: 34947100 (Traviesas). 5.3) CPV Lote 002: 34947100 (Traviesas). 5.4) CPV Lote 003: 34947100 (Traviesas). 5.5) CPV Lote 004: 34947100 (Traviesas).,Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46182
"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN","Junta de Contratación del Ministerio de Agricultura, Pesca y Alimentación",202405100268.,17/12/2024,Licitación,"Servicio de creatividad, diseño, realización y producción de campañas para la promoción de alimentos de España en 2025 y 2026.",Abierto,Nacional,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",79341000 (Servicios de publicidad).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46183
"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",Dirección General de la Industria Alimentaria,202405100380.,17/12/2024,Contratación,"Participación del MAPA en la feria de Madrid Fusión (Madrid), en 2025.",Negociado sin publicidad,Comunidad de Madrid,"98000000 Otros servicios comunitarios, sociales o personales",98300000 (Servicios diversos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46184
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Ebro,097/24-S.,17/12/2024,Licitación,Servicios para el control topográfico de las presas gestionadas por la Confederación Hidrográfica del Ebro. 2025-2026.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71353200 (Servicios de topografía dimensional).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46185
"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",Junta de Contratación del Ministerio de Asuntos Económicos y Transformación Digital,202400000010.,17/12/2024,Contratación,Servicios de traslado y alojamiento del centro de proceso de datos principal en la Dirección General de Seguros y Fondos de Pensiones (DGSFP).,Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",72514000 (Servicios de gestión de instalaciones informáticas) y 72611000 (Servicios de apoyo informático técnico).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46186
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,PASA/2024/056/GCE.,17/12/2024,Contratación,"Suministro, instalación y puesta en funcionamiento de un audiómetro diagnóstico para el Servicio de Otorrinolaringología del Hospital Universitario de Ceuta.",Abierto,Ciudad de Ceuta,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33121400 (Audiómetros).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46187
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de Análisis Presupuestario y Gestión Financiera del Instituto de Mayores y Servicios Sociales,987/2024.,17/12/2024,Licitación,Suministro de Gasóleo C de calefacción para el CRMF IMSERSO en Salamanca.,Abierto,Castilla y León,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",09134100 (Gasoil).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46188
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de Análisis Presupuestario y Gestión Financiera del Instituto de Mayores y Servicios Sociales,989/2024.,17/12/2024,Licitación,Suministro de Gasóleo C de calefacción para el Centro de Promoción de la Autonomía Personal de Bergondo (A Coruña).,Abierto,Galicia,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",09134100 (Gasoil).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46189
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de Análisis Presupuestario y Gestión Financiera del Instituto de Mayores y Servicios Sociales,591/2024.,17/12/2024,Contratación,"Redacción del proyecto básico y de ejecución de ""Obras de modernización de ascensores, reforma de cocina, enfermería y accesos"", estudio de seguridad y salud y su dirección, gestión de residuos, la dirección facultativa de las obras, y coordinación de seguridad y salud en fase de ejecución en el CAMF de Ferrol (A Coruña).",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71240000 (Servicios de arquitectura, ingeniería y planificación).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46190
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de Análisis Presupuestario y Gestión Financiera del Instituto de Mayores y Servicios Sociales,670/2024.,17/12/2024,Contratación,Suministro de gas natural en los Servicios Centrales y Centros del IMSERSO .,Abierto,"Principado de Asturias, La Rioja, Comunidad de Madrid, Castilla y León","09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",4.1) CPV principal: 09123000 (Gas natural). 4.2) CPV Lote 1: 09123000 (Gas natural). 4.3) CPV Lote 2: 09123000 (Gas natural). 4.4) CPV Lote 3: 09123000 (Gas natural). 4.5) CPV Lote 4: 09123000 (Gas natural).,Varias adjudicaciones.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46191
